Feature,ANOVA F-value,ANOVA p-value,Mutual Information
FKBP5,151.7165530198261,2.3117306122764198e-35,0.6402124345651952
ARSA,205.43315438190626,8.030199354951232e-42,0.6354929134787677
S100A12,193.6893225524145,1.5891242886323102e-40,0.6271455653832181
SLFN5,165.6176379192235,3.5663447649180426e-37,0.6221749963838721
PODN,191.7119109389932,2.661699707595449e-40,0.6156151493563993
CEACAM7,148.7390554758631,5.84625920594751e-35,0.6154917715351795
WDR77,180.31336843254215,5.631176990007912e-39,0.6142510351102997
FCN3,175.3053940236937,2.2505461931182147e-38,0.6124687354186182
MZB1,155.65961954046873,6.89684556979188e-36,0.6092120171756537
SNX9,162.7626299052624,8.229120816597768e-37,0.6058904523338313
SEC11C,164.8734708789607,4.430420648962932e-37,0.5974885979659326
MRPS36,156.99347916517726,4.6031033604857704e-36,0.5880557047200896
CTBP2,203.16839214639504,1.4136749865492054e-41,0.5805337159911594
ST14,151.1934600701746,2.718502840164155e-35,0.57649977596633
MYO18A,180.79340414626267,4.9381402322657255e-39,0.5720190946318084
RPL23,131.94789020740697,1.4068956922415767e-32,0.5694995606243771
ISG20,157.43574112135732,4.027704671599437e-36,0.5676028862061024
FAHD2A,124.03208260061814,2.193755462820016e-31,0.5578299678316399
DOCK1,123.62857242431426,2.5310929561828006e-31,0.5576841613197205
FKBP11,184.16571035268456,1.97676927258568e-39,0.5533458738676991
FCGBP,124.09177474871481,2.1478787900358446e-31,0.5532050456722954
IGKV1-17,130.8318962127614,2.0585165919686857e-32,0.5510738616231388
COLGALT1,103.71082603746,4.409242623252586e-28,0.5503551301592904
HTATIP2,125.54171257167533,1.2880557167248416e-31,0.5498582448407201
NINJ1,98.39684643873906,3.738865636387822e-27,0.5421910295184
UBA5,143.06301200398923,3.5528847633595903e-34,0.5408438349017932
YTHDF2,94.63571891552559,1.7697933824922344e-26,0.5369395276728928
NCF1,91.44453865360194,6.810045034409594e-26,0.5351290806807041
RPL28,140.1286644141876,9.20528091892829e-34,0.5335410505358968
STAT5A,111.44686458590449,2.2027570558340677e-29,0.5300618645273665
TRAM1,87.47654669848454,3.77914731582353e-25,0.5297677409005075
PRG2,117.7374649657187,2.1156271228301805e-30,0.5292588827942541
RNF213,81.52626872690583,5.368047260173799e-24,0.527598922988676
SPCS1,158.85126617215153,2.631503460081204e-36,0.5248844948598004
IGFBP2,133.7006248787151,7.771654652745419e-33,0.52380720391439
IGHV2-26,109.43738934869091,4.7373624053016615e-29,0.5200047068617732
ZADH2,112.64856349617952,1.399133702520573e-29,0.5192445795429521
FEN1,106.81774697459538,1.302539147424798e-28,0.5177100471748293
TAP1,87.01444322751507,4.6269931886407655e-25,0.5140321502155352
NUCB2,93.5860159794769,2.7488401404267645e-26,0.5134645991398508
DDX46,74.48002961197516,1.4299942374376422e-22,0.5127771679927835
SCLT1,109.47017554045748,4.6782163290241636e-29,0.5113072304314121
AMPD3,110.09584744567128,3.682545428266491e-29,0.5108484282751191
PARP14,80.59822011063744,8.197487283414876e-24,0.5107884803431577
STT3A,78.5768683041013,2.0804450290490588e-23,0.5094819399215558
TMA16,107.60013041443548,9.614292803705322e-29,0.5062526476760587
PEX11B,96.84423421923036,7.072782309533942e-27,0.505366993492445
ANKRD13A,100.18082450546648,1.8105295162161066e-27,0.5051164374094277
IGLV5-45,128.03806301179853,5.388385735020518e-32,0.5034383674389036
HSPA13,116.11458122985788,3.8424614601558314e-30,0.5017285872850157
ADPRH,45.50276208272098,7.415984463591707e-16,0.5011573115683232
CD3D,85.90881929708414,7.528138842441757e-25,0.5002743117310491
MAPK13,112.05653942969194,1.749044785454843e-29,0.5001344525588876
AEBP1,121.76521543646872,4.918998965029906e-31,0.4987903075189546
SLC25A1,138.56032099122703,1.5396318157603812e-33,0.4982970179922872
GIT2,99.79667156139877,2.115138537760268e-27,0.49795732756188693
PRG4,125.39448652156548,1.3564632650986618e-31,0.49750548428281394
DDX5,132.37186586398263,1.2181691134609572e-32,0.496683529469256
CIAPIN1,85.07602849005943,1.0887230349343316e-24,0.49627245660010844
CYBA,65.01042895719957,1.5359563301073483e-20,0.4925446038839121
ITGAM,119.78268018318269,1.004684715659137e-30,0.4903194416312897
BCAS1,109.20840204747984,5.172172782294264e-29,0.4902170665095391
IGHG4,76.96661202678858,4.4094334743525426e-23,0.4894691701868381
SEC24A,90.41920095847706,1.0560255106499816e-25,0.4876877223177747
CRISP3,76.90388060205358,4.541140702338083e-23,0.4841653034957909
OLFM4,98.11757638317683,4.1912754205022775e-27,0.4837005778768966
FAM107B,77.96634602947225,2.763248757365232e-23,0.4820455363841647
OSBPL8,57.711602374352,7.129867173178654e-19,0.480666863671221
CEACAM5,84.5457677703671,1.3784625591418128e-24,0.48066075162468724
HAL,48.69668328455267,1.123639998981594e-16,0.4801482108916266
RPL19,107.68880542366537,9.28983392552427e-29,0.4793992308996733
UBXN1,47.06991196574199,2.9188042309749375e-16,0.4782138337522359
IGKV1-27,104.13145320028275,3.733447657918111e-28,0.4775816502975332
MANF,53.005880760117314,9.544773389471827e-18,0.475786006528071
ITGB2,86.50863481835431,5.778547735044125e-25,0.4757835647678783
CWF19L1,98.83333754025278,3.128765951706429e-27,0.4741744713923899
DNAJC9,93.9457010266347,2.3631171085787297e-26,0.473966012419339
ATP6V1F,91.086108256131,7.936198756799041e-26,0.473599290771505
M6PR,47.640213705335015,2.0854599039985854e-16,0.47331667181278103
PON2,89.66972384798126,1.457878024991727e-25,0.4710992418806488
LAMA2,103.66114456048419,4.496864484498103e-28,0.47097802752808704
TAPBP,46.738808514966344,3.550612154376646e-16,0.4706938338575668
ICAM1,72.55712808219842,3.6025545905121615e-22,0.47056186145980305
TOR1B,75.57405116940255,8.500434658665453e-23,0.4694938162084703
SELENOF,83.11754120070768,2.6133303661491536e-24,0.46811951804532903
SSC5D,98.2175781855757,4.023216878061706e-27,0.46756364784083115
MMP8,72.42220981806219,3.8456649557927784e-22,0.4675108422187837
SPCS2,131.74291239381486,1.5085244939036797e-32,0.4634754427053418
CASP14,86.24252119153029,6.497199683283324e-25,0.4633883556082232
SERPINB3,83.71612898394197,1.9973162980379645e-24,0.4629531851747206
BGN,72.80186391183285,3.200623536187342e-22,0.46188958235508304
MCM3,67.60876345326419,4.121342090112472e-21,0.4615629199035385
GORASP2,98.60987884739066,3.427323986862042e-27,0.46075853916318765
HBG2,95.5052503048754,1.231544963289044e-26,0.45966290988125635
ATP6V1C1,78.47741169435139,2.1787197604153477e-23,0.4595005350720711
LIMS2,98.1521666531652,4.132353414750546e-27,0.4572564610473264
NT5E,67.83154616226142,3.686058757436331e-21,0.4537374551163027
NNMT,76.66283741425768,5.0854745587113535e-23,0.4529479578529363
SDSL,91.54033558998292,6.537504175913718e-26,0.4471997137935537
SERPINB10,62.60184988545055,5.3217164191024974e-20,0.44547545680425427
